id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year,# point of interest
24452505,14450110,within an hour,100%,f,1.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91207.0,Los Angeles,"Glendale, CA",US,United States,34.16421,-118.25392,House,Private room,1,1.0,1.0,1.0,,70.0,,,$0.00,$40.00,1,$0.00,4,30,3 days ago,0,1,4,4,8,97.0,10.0,10.0,9.0,10.0,0.73,5273.0,2019.0,
9415050,6277851,within an hour,100%,f,16.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.10796,-118.32576,Apartment,Entire home/apt,2,1.0,0.0,1.0,,83.0,,,$100.00,$115.00,1,$0.00,30,93,3 days ago,25,55,85,112,198,94.0,9.0,9.0,10.0,10.0,4.01,47879.0,2019.0,20.0
21993833,34457781,within a day,100%,f,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046.0,Los Angeles,"West Hollywood, CA",US,United States,34.092490000000005,-118.35599,Bungalow,Entire home/apt,2,1.0,1.0,2.0,,108.0,,,$400.00,$99.00,3,$0.00,31,1125,3 months ago,0,0,0,194,5,100.0,10.0,9.0,10.0,10.0,0.21,27938.0,2019.0,
17319362,116896254,within a day,100%,f,0.0,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025.0,Los Angeles,"Los Angeles, CA",US,United States,34.04058,-118.45144,Condominium,Private room,2,1.0,1.0,1.0,,59.0,,,"$1,500.00",$20.00,1,$25.00,30,90,17 months ago,23,23,49,139,49,96.0,10.0,9.0,10.0,10.0,1.45,47879.0,2019.0,20.0
1529864,8160048,within a few hours,100%,t,1.0,"Los Angeles, CA, United States",Culver City,Ladera Heights,Unincorporated Areas,Los Angeles,CA,90056.0,Los Angeles,"Los Angeles, CA",US,United States,33.99113,-118.37657,House,Private room,2,1.0,1.0,1.0,,95.0,$600.00,"$2,500.00",,,2,$0.00,2,7,5 weeks ago,1,1,1,1,236,99.0,10.0,10.0,10.0,10.0,3.13,47879.0,2019.0,
33753159,147377513,within an hour,100%,f,7.0,"Los Angeles, CA, United States",West Hollywood,Fairfax,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.08648,-118.34546,Apartment,Entire home/apt,6,1.0,1.0,3.0,,145.0,,,$0.00,$105.00,3,$25.00,30,1125,today,13,43,73,161,2,60.0,6.0,6.0,8.0,10.0,0.35,47879.0,2019.0,
24521529,1231431,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.10515,-118.3231,Apartment,Entire home/apt,2,1.0,1.0,1.0,,161.0,,,$100.00,$45.00,1,$0.00,1,1125,6 weeks ago,0,0,0,0,7,86.0,9.0,9.0,10.0,10.0,0.35,47879.0,2019.0,
22104847,161478962,,,f,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.08573,-118.34133,House,Entire home/apt,6,2.0,2.0,4.0,,189.0,,,$900.00,$95.00,4,$50.00,30,180,18 months ago,0,0,0,0,14,99.0,10.0,10.0,10.0,10.0,0.59,47879.0,2019.0,
28980607,9793740,within an hour,100%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90804.0,Los Angeles,"Long Beach, CA",US,United States,33.777120000000004,-118.16214,Guesthouse,Entire home/apt,9,2.0,2.0,8.0,,150.0,,,$200.00,$95.00,3,$10.00,2,28,3 weeks ago,10,29,43,117,62,100.0,10.0,10.0,10.0,10.0,4.39,148.0,2019.0,
28349016,212556097,within an hour,88%,f,37.0,"Los Angeles, CA, United States",South LA,Historic South-Central,City of Los Angeles,Los Angeles,CA,90011.0,Los Angeles,"Los Angeles, CA",US,United States,34.02166,-118.25903,House,Shared room,6,4.0,1.0,6.0,,19.0,,,$0.00,$5.00,1,$21.00,4,1100,yesterday,25,31,31,31,6,93.0,10.0,9.0,10.0,9.0,0.4,47879.0,2019.0,
13748600,79192174,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.09723,-118.34886000000002,Apartment,Entire home/apt,4,1.0,1.0,1.0,,180.0,,,$500.00,,1,$0.00,1,1125,41 months ago,23,53,83,358,1,100.0,10.0,10.0,10.0,10.0,0.02,47879.0,2019.0,20.0
9139920,20241872,within an hour,100%,f,9.0,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.04823,-118.35569,Apartment,Entire home/apt,4,1.0,0.0,2.0,,149.0,,"$2,500.00",$0.00,$99.00,4,$0.00,30,1125,yesterday,6,14,41,316,101,89.0,9.0,9.0,10.0,9.0,2.04,47879.0,2019.0,20.0
9127517,1497543,within an hour,100%,t,21.0,"Los Angeles, CA, United States",West Adams,Arlington Heights,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.04707,-118.3139,Hostel,Shared room,4,8.0,1.0,4.0,,35.0,$220.00,,,,1,$33.00,3,1125,3 months ago,30,60,90,365,15,93.0,9.0,10.0,10.0,8.0,0.3,47879.0,2019.0,20.0
37124826,26280918,within an hour,100%,t,0.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802.0,Los Angeles,"Long Beach, CA",US,United States,33.77237,-118.19872,House,Private room,2,1.0,1.0,1.0,,45.0,,,$0.00,$5.00,1,$5.00,1,10,2 days ago,26,52,52,52,24,100.0,10.0,10.0,10.0,10.0,8.47,148.0,2019.0,
26531587,173416842,within an hour,60%,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills West,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.10348,-118.34799,Apartment,Entire home/apt,3,1.0,1.0,1.0,,148.0,,,$100.00,$100.00,4,$50.00,1,1125,4 days ago,5,29,59,59,18,93.0,10.0,9.0,9.0,10.0,1.39,47879.0,2019.0,
19489172,113889861,within an hour,100%,f,16.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.04891,-118.26429,Apartment,Entire home/apt,7,2.0,2.0,3.0,,199.0,,,$0.00,$99.00,1,$0.00,1,1125,5 days ago,1,1,1,1,89,91.0,10.0,9.0,9.0,10.0,3.01,47879.0,2019.0,20.0
35656468,23834177,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.99201,-118.45916,Bungalow,Entire home/apt,2,1.0,1.0,1.0,,250.0,,,$200.00,$150.00,1,$0.00,3,1125,2 months ago,0,0,0,0,16,100.0,10.0,10.0,10.0,10.0,3.02,47879.0,2019.0,
12052499,64546521,within a few hours,100%,t,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.07256,-118.29475,Apartment,Entire home/apt,3,1.0,0.0,1.0,,78.0,$500.00,,$100.00,$65.00,1,$10.00,30,31,2 months ago,0,0,5,94,50,95.0,10.0,9.0,10.0,10.0,1.21,47879.0,2019.0,20.0
30567355,38799051,within an hour,98%,t,6.0,"Los Angeles, CA, United States",South LA,Jefferson Park,City of Los Angeles,Los Angeles,CA,90018.0,Los Angeles,"Los Angeles, CA",US,United States,34.03087,-118.31074,House,Private room,3,1.5,1.0,2.0,,40.0,,,$100.00,$50.00,3,$30.00,1,30,5 weeks ago,6,30,60,60,42,97.0,10.0,10.0,10.0,10.0,3.47,47879.0,2019.0,
34792240,50780998,within an hour,100%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90804.0,Los Angeles,"Long Beach, CA",US,United States,33.78589,-118.14697,House,Entire home/apt,4,1.0,1.0,1.0,,125.0,,,"$2,000.00",$65.00,1,$0.00,2,1125,a week ago,3,33,63,338,28,100.0,10.0,10.0,10.0,10.0,4.49,148.0,2019.0,
31856519,238734727,within an hour,100%,f,8.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291.0,Los Angeles,"Los Angeles, CA",US,United States,33.9837,-118.46767,Apartment,Entire home/apt,2,1.0,0.0,1.0,,75.0,,,$500.00,$100.00,1,$0.00,31,1125,yesterday,26,56,86,361,73,89.0,9.0,9.0,10.0,10.0,7.18,47879.0,2019.0,
19967977,136332616,within a few hours,70%,f,8.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91201.0,Los Angeles,"Glendale, CA",US,United States,34.17599000000001,-118.28501,House,Entire home/apt,12,2.0,4.0,5.0,,149.0,,,$0.00,$199.00,6,$25.00,2,1125,today,20,50,80,354,18,92.0,9.0,9.0,9.0,9.0,0.72,5273.0,2019.0,20.0
35641626,127575811,a few days or more,0%,f,1.0,"Los Angeles, CA, United States",Westwood,Westwood,City of Los Angeles,Los Angeles,CA,90024.0,Los Angeles,"Los Angeles, CA",US,United States,34.05995,-118.43906,Apartment,Shared room,1,1.0,1.0,1.0,,47.0,,,$0.00,$45.00,1,$0.00,30,1125,never,29,59,89,364,2,70.0,8.0,5.0,10.0,10.0,0.38,47879.0,2019.0,
21768940,2224197,,,f,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814.0,Los Angeles,"Long Beach, CA",US,United States,33.77329,-118.13786,House,Private room,4,1.0,1.0,3.0,,50.0,,,$0.00,$50.00,1,$25.00,2,29,4 months ago,0,3,33,308,13,97.0,10.0,10.0,10.0,10.0,0.54,148.0,2019.0,
27874883,16588983,within a few hours,100%,t,1.0,"Los Angeles, CA, United States",North Hollywood,Valley Village,City of Los Angeles,Los Angeles,CA,91601.0,Los Angeles,"Los Angeles, CA",US,United States,34.16893,-118.38495,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,,200.0,,,$100.00,$20.00,2,$10.00,2,7,3 weeks ago,4,8,8,8,11,100.0,10.0,10.0,10.0,10.0,0.71,47879.0,2019.0,
26894091,72777371,within an hour,99%,f,15.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036.0,Los Angeles,"Los Angeles, CA",US,United States,34.063140000000004,-118.34533,Apartment,Entire home/apt,4,1.0,1.0,2.0,,159.0,,,$0.00,$49.00,3,$5.00,1,29,5 days ago,4,12,33,123,55,92.0,10.0,9.0,9.0,10.0,3.25,47879.0,2019.0,
30823800,59981427,within a few hours,90%,f,6.0,"Los Angeles, CA, United States",South LA,Exposition Park,City of Los Angeles,Los Angeles,CA,90037.0,Los Angeles,"Los Angeles, CA",US,United States,34.018440000000005,-118.2957,Apartment,Entire home/apt,3,1.0,1.0,3.0,,89.0,,,$400.00,$100.00,3,$35.00,30,30,6 weeks ago,30,60,90,365,14,84.0,9.0,9.0,9.0,9.0,2.02,47879.0,2019.0,
28760539,1919796,within a few hours,100%,f,1.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90302.0,Los Angeles,"Inglewood, CA",US,United States,33.97513,-118.36883,House,Entire home/apt,6,1.0,2.0,4.0,,120.0,,,$500.00,$140.00,6,$100.00,2,1125,2 weeks ago,13,41,71,161,25,94.0,10.0,9.0,10.0,9.0,1.86,7980.0,2019.0,
13866238,22122445,within an hour,100%,t,2.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046.0,Los Angeles,"West Hollywood, CA",US,United States,34.087920000000004,-118.3559,Apartment,Private room,2,1.0,1.0,1.0,,65.0,,,$100.00,$25.00,1,$25.00,1,30,5 days ago,4,12,26,26,205,98.0,10.0,10.0,10.0,10.0,4.94,27938.0,2019.0,20.0
37332022,2324191,within an hour,89%,f,22.0,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.04253,-118.34624,House,Private room,3,1.0,1.0,2.0,,87.0,,,$0.00,$0.00,2,$5.00,1,365,today,14,39,69,340,2,80.0,8.0,6.0,9.0,7.0,0.56,47879.0,2019.0,
7748914,40733135,within an hour,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814.0,Los Angeles,"Long Beach, CA",US,United States,33.768,-118.15494,Townhouse,Private room,2,1.0,1.0,1.0,,77.0,,"$1,800.00",$200.00,$100.00,1,$0.00,25,365,4 months ago,0,14,44,319,163,99.0,10.0,10.0,10.0,10.0,3.18,148.0,2019.0,20.0
20818644,14908537,,,t,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046.0,Los Angeles,"West Hollywood, CA",US,United States,34.09197,-118.37038,Apartment,Entire home/apt,2,1.0,0.0,1.0,,81.0,,,$0.00,$35.00,1,$10.00,4,20,9 months ago,0,0,0,0,36,96.0,10.0,9.0,10.0,10.0,1.33,27938.0,2019.0,
39839710,4378151,within an hour,99%,f,33.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91205.0,Los Angeles,"Glendale, CA",US,United States,34.14113,-118.24933,Apartment,Private room,2,1.0,1.0,0.0,,49.0,,,$0.00,$0.00,1,$0.00,1,24,today,14,44,74,74,2,100.0,10.0,10.0,10.0,10.0,1.87,5273.0,2019.0,
34864523,1149820,within an hour,100%,f,2.0,"Los Angeles, CA, United States",South LA,West Adams,City of Los Angeles,Los Angeles,CA,90016.0,Los Angeles,"Los Angeles, CA",US,United States,34.03188,-118.34378999999998,House,Private room,1,1.0,1.0,1.0,,75.0,,,,$60.00,1,$15.00,3,1125,today,29,59,89,364,2,100.0,10.0,10.0,10.0,10.0,0.51,47879.0,2019.0,
35504623,4378151,within an hour,99%,f,33.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91205.0,Los Angeles,"Glendale, CA",US,United States,34.13321,-118.24744,Apartment,Private room,2,1.0,0.0,1.0,,59.0,,,$0.00,$0.00,1,$0.00,1,24,3 days ago,29,58,88,88,18,72.0,8.0,7.0,9.0,8.0,3.31,5273.0,2019.0,
6968231,11759491,,,f,1.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,33.99049,-118.44052,Townhouse,Entire home/apt,5,2.5,2.0,2.0,,250.0,"$1,890.00",,$500.00,$125.00,1,$0.00,3,1125,20 months ago,0,0,0,0,8,95.0,10.0,10.0,10.0,10.0,0.17,47879.0,2019.0,
12715122,21053971,within an hour,100%,f,9.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038.0,Los Angeles,"Los Angeles, CA",US,United States,34.09208,-118.33473,Guest suite,Entire home/apt,2,1.0,0.0,1.0,,105.0,,,$300.00,$50.00,2,$15.00,30,1125,today,17,18,18,18,291,91.0,9.0,9.0,10.0,10.0,6.65,47879.0,2019.0,20.0
33051586,248542589,within an hour,100%,f,10.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019.0,Los Angeles,"Los Angeles, CA",US,United States,34.05106,-118.32603,House,Private room,3,2.0,1.0,2.0,,80.0,,,$0.00,$0.00,2,$20.00,1,1125,6 days ago,18,46,76,166,16,89.0,9.0,9.0,10.0,10.0,2.22,47879.0,2019.0,
30931869,25599270,,,f,1.0,"Los Angeles, CA, United States",South LA,Leimert Park,City of Los Angeles,Los Angeles,CA,90008.0,Los Angeles,"Los Angeles, CA",US,United States,34.00822,-118.33393,Apartment,Entire home/apt,3,1.0,1.0,1.0,,80.0,,,$100.00,$40.00,1,$10.00,2,30,5 months ago,0,0,0,0,16,87.0,9.0,8.0,9.0,8.0,1.4,47879.0,2019.0,
4503307,6707112,within a few hours,100%,f,1.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90403.0,Los Angeles,"Santa Monica, CA",US,United States,34.03558,-118.49016,Apartment,Private room,2,1.0,1.0,1.0,,84.0,,,$0.00,$30.00,1,$5.00,1,30,4 days ago,9,39,57,311,119,99.0,10.0,10.0,10.0,10.0,1.99,7166.0,2019.0,
36606253,275160742,within an hour,100%,f,0.0,"Pasadena, CA, United States",Pasadena,Pasadena,Other Cities,Pasadena,CA,91101.0,Los Angeles,"Pasadena, CA",US,United States,34.15787,-118.1378,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,89.0,,,$200.00,$20.00,2,$20.00,2,30,2 weeks ago,19,45,66,155,15,100.0,10.0,10.0,10.0,10.0,4.55,67.0,2019.0,
1819106,9250479,within an hour,91%,t,20.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028.0,Los Angeles,"Los Angeles, CA",US,United States,34.10236,-118.34151,Bed and breakfast,Private room,2,8.0,1.0,1.0,,106.0,,,,,2,$46.00,1,1125,yesterday,20,50,80,349,14,90.0,9.0,9.0,10.0,10.0,0.24,47879.0,2019.0,
9684136,18297596,within a few hours,92%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90815.0,Los Angeles,"Long Beach, CA",US,United States,33.79188,-118.1064,House,Entire home/apt,3,1.0,1.0,1.0,,107.0,$545.00,,$100.00,,2,$20.00,2,14,3 days ago,0,0,0,0,307,99.0,10.0,10.0,10.0,10.0,6.4,148.0,2019.0,20.0
37404686,89248071,within an hour,100%,t,0.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Los Angeles,CA,90045.0,Los Angeles,"Los Angeles, CA",US,United States,33.95733,-118.40821,Camper/RV,Entire home/apt,4,1.0,2.0,2.0,,80.0,,,,,1,$0.00,1,1125,2 days ago,16,45,75,164,12,97.0,10.0,10.0,10.0,10.0,3.3,47879.0,2019.0,
33021530,248540707,within an hour,100%,t,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91505.0,Los Angeles,"Burbank, CA",US,United States,34.170770000000005,-118.33943,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,85.0,,,,,1,$0.00,1,1125,4 days ago,4,17,28,28,70,98.0,10.0,10.0,10.0,10.0,13.73,8775.0,2019.0,
13671645,55478243,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Monterey Hills,Montecito Heights,City of Los Angeles,Los Angeles,CA,90032.0,Los Angeles,"Los Angeles, CA",US,United States,34.0865,-118.18707,House,Private room,2,1.5,1.0,1.0,,55.0,$333.00,"$1,176.00","$1,000.00",$5.00,1,$10.00,1,29,today,7,7,11,11,158,96.0,10.0,9.0,10.0,10.0,3.76,47879.0,2019.0,20.0
20831695,3891041,,,f,2.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90302.0,Los Angeles,"Inglewood, CA",US,United States,33.979859999999995,-118.35705,House,Private room,1,1.0,1.0,1.0,,70.0,,,,,1,$0.00,1,1125,18 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.04,7980.0,2019.0,
34345359,230121377,within a few hours,100%,f,3.0,"Los Angeles, CA, United States",South LA,Exposition Park,City of Los Angeles,Los Angeles,CA,90007.0,Los Angeles,"Los Angeles, CA",US,United States,34.024809999999995,-118.29314,House,Shared room,1,2.0,1.0,6.0,,22.0,,,,,1,$0.00,30,1125,a week ago,30,60,90,90,5,76.0,8.0,7.0,8.0,10.0,0.72,47879.0,2019.0,
28786160,63114103,within an hour,99%,f,23.0,"Inglewood, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Inglewood,CA,90304.0,Los Angeles,"Inglewood, CA",US,United States,33.94673,-118.39127,House,Private room,2,1.0,1.0,1.0,,50.0,,,,$5.00,1,$20.00,1,1125,a week ago,19,46,76,350,90,80.0,8.0,9.0,9.0,9.0,6.26,7980.0,2019.0,
6674401,34932436,,,f,7.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017.0,Los Angeles,"Los Angeles, CA",US,United States,34.052240000000005,-118.26341,Apartment,Entire home/apt,2,1.0,0.0,1.0,,249.0,"$1,811.00","$4,551.00",,,1,$0.00,1,1125,43 months ago,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,0.02,47879.0,2019.0,
3883401,4217890,,,f,0.0,"Los Angeles, CA, United States",Mid-Wilshire,Larchmont,City of Los Angeles,Los Angeles,CA,90004.0,Los Angeles,"Los Angeles, CA",US,United States,34.08083,-118.32597,Condominium,Private room,1,1.0,1.0,1.0,,60.0,$465.00,"$1,650.00",$500.00,$40.00,1,$10.00,4,90,a week ago,0,0,0,0,28,98.0,10.0,9.0,10.0,10.0,0.48,47879.0,2019.0,
38212213,57950669,within a few hours,100%,f,3.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814.0,Los Angeles,"Long Beach, CA",US,United States,33.77028,-118.16593,Apartment,Entire home/apt,2,1.0,1.0,0.0,,63.0,,,,,1,$0.00,2,1125,3 months ago,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,0.33,148.0,2019.0,
38116164,120810747,within an hour,87%,f,19.0,"Los Angeles, CA, United States",Hollywood,Griffith Park,City of Los Angeles,Los Angeles,CA,90027.0,Los Angeles,"Los Angeles, CA",US,United States,34.12243,-118.29313,Guest suite,Private room,1,2.0,1.0,0.0,,80.0,,,$100.00,$45.00,1,$25.00,31,60,2 weeks ago,30,60,90,365,2,80.0,9.0,6.0,10.0,9.0,0.85,47879.0,2019.0,
35576387,229603019,within an hour,100%,f,13.0,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90029.0,Los Angeles,"Los Angeles, CA",US,United States,34.08778,-118.29014,Apartment,Entire home/apt,4,1.0,1.0,1.0,,105.0,,,$100.00,$95.00,2,$25.00,1,1125,today,20,50,80,355,6,87.0,10.0,8.0,10.0,9.0,1.94,47879.0,2019.0,
35038839,147603293,within a day,68%,f,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90014.0,Los Angeles,"Los Angeles, CA",US,United States,34.044259999999994,-118.25271,Loft,Entire home/apt,4,1.0,0.0,2.0,,149.0,,,$0.00,$89.00,2,$10.00,1,60,today,10,10,10,10,12,97.0,10.0,10.0,10.0,10.0,1.84,47879.0,2019.0,
38162012,554055,within an hour,100%,t,2.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91506.0,Los Angeles,"Burbank, CA",US,United States,34.18067,-118.32581,House,Entire home/apt,6,1.0,2.0,4.0,,138.0,,,$750.00,$80.00,4,$45.00,1,1125,yesterday,13,13,13,261,11,98.0,10.0,10.0,10.0,10.0,3.98,8775.0,2019.0,
5526345,21504393,within an hour,100%,f,8.0,"Los Angeles, CA, United States",West Adams,Pico-Union,City of Los Angeles,Los Angeles,CA,90007.0,Los Angeles,"Los Angeles, CA",US,United States,34.03911,-118.28185,House,Private room,2,2.0,1.0,1.0,,69.0,,,,$20.00,2,$0.00,1,14,3 weeks ago,26,56,86,361,241,95.0,9.0,9.0,10.0,9.0,4.17,47879.0,2019.0,
27288645,205574330,,,f,1.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90404.0,Los Angeles,"Santa Monica, CA",US,United States,34.022420000000004,-118.4837,Apartment,Private room,2,1.0,1.0,1.0,,65.0,,,,,1,$0.00,2,12,13 months ago,0,0,0,0,21,93.0,9.0,9.0,9.0,10.0,1.34,7166.0,2019.0,
20233725,29075109,within an hour,100%,f,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802.0,Los Angeles,"Long Beach, CA",US,United States,33.770140000000005,-118.17695,Apartment,Entire home/apt,2,1.0,0.0,1.0,,85.0,,,$100.00,$75.00,2,$15.00,2,1125,today,18,45,45,45,106,91.0,9.0,8.0,10.0,9.0,3.82,148.0,2019.0,
8069094,22491481,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills West,City of Los Angeles,Los Angeles,CA,90046.0,Los Angeles,"Los Angeles, CA",US,United States,34.102909999999994,-118.36001,Guest suite,Entire home/apt,2,1.0,1.0,1.0,,108.0,$700.00,"$2,700.00",$300.00,$100.00,2,$50.00,2,365,2 weeks ago,7,37,67,342,19,98.0,10.0,10.0,10.0,10.0,0.87,47879.0,2019.0,20.0
1327133,870087,within a few hours,100%,f,2.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026.0,Los Angeles,"Los Angeles, CA",US,United States,34.09291,-118.2496,House,Entire home/apt,6,2.0,3.0,4.0,,300.0,"$2,900.00","$9,950.00","$2,000.00",$150.00,2,$25.00,3,40,2 weeks ago,0,25,55,330,12,100.0,10.0,10.0,10.0,10.0,0.15,47879.0,2019.0,
38332184,32705360,within a few hours,90%,f,2.0,"Los Angeles, CA, United States",South LA,Central-Alameda,City of Los Angeles,Los Angeles,CA,90011.0,Los Angeles,"Los Angeles, CA",US,United States,34.00135,-118.25244,House,Private room,4,2.0,1.0,2.0,,49.0,,,$0.00,$15.00,1,$10.00,2,1000,2 weeks ago,5,35,64,64,2,70.0,6.0,7.0,9.0,4.0,0.71,47879.0,2019.0,
27776414,4050167,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068.0,Los Angeles,"Los Angeles, CA",US,United States,34.10858,-118.34051,House,Entire home/apt,4,1.5,2.0,2.0,,269.0,,,$0.00,$105.00,4,$100.00,2,1125,today,25,25,25,25,26,95.0,10.0,10.0,10.0,10.0,1.7,47879.0,2019.0,
3761519,2854160,within an hour,97%,f,4.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066.0,Los Angeles,"Los Angeles, CA",US,United States,34.01256,-118.42194,House,Entire home/apt,6,1.0,2.0,4.0,,229.0,"$1,202.00","$4,242.00",$199.00,$45.00,6,$29.00,1,29,4 weeks ago,0,0,0,0,350,96.0,10.0,10.0,10.0,10.0,5.38,47879.0,2019.0,
4821655,24828979,,,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036.0,Los Angeles,"Los Angeles, CA",US,United States,34.060970000000005,-118.34248999999998,Apartment,Private room,2,1.0,1.0,1.0,,90.0,,,$200.00,$40.00,1,$15.00,2,4,52 months ago,0,0,0,0,1,60.0,6.0,4.0,6.0,8.0,0.02,47879.0,2019.0,
